canonical_song_id,canonical_title,canonical_artist,canonical_entry_count,alias_song_title,alias_artist,alias_entry_count,week_count,first_chart_date,last_chart_date
2733,The Audacity,Lizzen; Jacquees; Rob49,37,The Audacity,Lizzen; Jacquees; Rob49,36,36,2024-12-17,2025-09-09
2733,The Audacity,Lizzen; Jacquees; Rob49,37,The Audacity,"Lizzen, Jacquees, Rob49",1,1,2024-12-31,2024-12-31
1061,Gypsy Rain,Yasuhiro Nakano; Makoto Mukai,36,Gypsy Rain,Yasuhiro Nakano; Makoto Mukai,34,34,2015-09-15,2018-11-13
1061,Gypsy Rain,Yasuhiro Nakano; Makoto Mukai,36,Gypsy Rain,Yasuhiro Nakano/Makoto Mukai,2,2,2016-10-11,2020-10-11
1207,I Don't Like,Chief Keef feat. Lil' Reese,36,I Don't Like,Chief Keef feat. Lil' Reese,28,28,2012-09-25,2013-04-02
1207,I Don't Like,Chief Keef feat. Lil' Reese,36,I Don't Like,Chief Keef feat. Lil Reese,8,8,2017-07-25,2019-03-19
3065,Wet the Bed,Chris Brown feat. Ludacris,36,Wet the Bed,Chris Brown feat. Ludacris,33,33,2011-06-28,2018-07-31
3065,Wet the Bed,Chris Brown feat. Ludacris,36,Wet The Bed,Chris Brown feat. Ludacris,3,3,2017-01-10,2018-07-24
716,Down on My Knees,Montell Jordan,35,Down on My Knees,Montell Jordan,33,33,2013-09-10,2015-12-15
716,Down on My Knees,Montell Jordan,35,Down On My Knees,Montell Jordan,2,2,2013-09-03,2015-12-22
970,Gimmie That N***,Eazy-E,34,Gimmie That N***,Eazy-E,32,32,2013-08-13,2020-01-07
970,Gimmie That N***,Eazy-E,34,Gimmie that N***,Eazy-E,2,2,2016-07-19,2016-07-26
2348,Set Him Up,Queen Naija; Ari Lennox,34,Set Him Up,Queen Naija; Ari Lennox,29,29,2021-04-20,2024-02-06
2348,Set Him Up,Queen Naija; Ari Lennox,34,Set Him Up,"Queen Naija, Ari Lennox",5,5,2021-06-22,2021-10-05
651,Do The Right Thing,Redhead Kingpin & The FBI,33,Do The Right Thing,Redhead Kingpin & The FBI,32,32,2015-04-14,2019-03-05
651,Do The Right Thing,Redhead Kingpin & The FBI,33,Do The Right Thing,Redhead Kingpin and The FBI,1,1,2019-03-12,2019-03-12
391,BURNITUP!,Janet Jackson,32,BURNITUP!,Janet Jackson,31,31,2015-09-29,2016-05-03
391,BURNITUP!,Janet Jackson,32,Burnitup!,Janet Jackson,1,1,2015-10-06,2015-10-06
402,Buy U A Drank (Shawty Snappin'),T-Pain feat. Yung Joc,32,Buy U A Drank (Shawty Snappin'),T-Pain feat. Yung Joc,31,31,2007-04-03,2007-11-13
402,Buy U A Drank (Shawty Snappin'),T-Pain feat. Yung Joc,32,Buy U A Drank (Shawty Snappin'),T-Pain f/Yung Joc,1,1,2007-06-05,2007-06-05
1941,Nothing But a Number,Pretty Ricky,32,Nothing But a Number,Pretty Ricky,20,20,2005-12-20,2006-05-30
1941,Nothing But a Number,Pretty Ricky,32,Nothing But A Number,Pretty Ricky,12,12,2005-12-06,2021-10-12
1204,I Don't Deserve You,Lloyd Banks feat. Jeremih,31,I Don't Deserve You,Lloyd Banks feat. Jeremih,30,30,2011-11-15,2013-07-23
1204,I Don't Deserve You,Lloyd Banks feat. Jeremih,31,I Don't Deserve You,Lloyd Banks featuring Jeremih,1,1,2012-05-01,2012-05-01
578,Crying out for Me,Mario,30,Crying out for Me,Mario,25,25,2008-01-08,2008-06-24
578,Crying out for Me,Mario,30,Crying Out for Me,Mario,5,5,2008-07-01,2008-07-29
1102,Here We Go... Again,"The Weeknd feat. Tyler, The Creator",30,Here We Go... Again,"The Weeknd feat. Tyler, The Creator",24,24,2022-02-08,2022-07-26
1102,Here We Go... Again,"The Weeknd feat. Tyler, The Creator",30,Here We Go… Again,"The Weeknd feat. Tyler, The Creator",6,6,2022-01-11,2022-08-02
2248,Rinbu~Revolution (Revolutionary Girl Utena),Masami Okui,30,Rinbu~Revolution (Revolutionary Girl Utena),Masami Okui,29,29,2016-03-01,2018-10-09
2248,Rinbu~Revolution (Revolutionary Girl Utena),Masami Okui,30,Rinbu~Revolution Revolutionary Girl Utena),Masami Okui,1,1,2016-06-14,2016-06-14
3094,What's Goin' On?,Gemaine,30,What's Goin' On?,Gemaine,29,29,2021-02-02,2025-04-22
3094,What's Goin' On?,Gemaine,30,What's Goin' On,Gemaine,1,1,2022-03-22,2022-03-22
148,American Way,Nas feat. Kelis,29,American Way,Nas feat. Kelis,26,26,2008-06-03,2022-07-05
148,American Way,Nas feat. Kelis,29,American Way,Nas f/Kelis,3,3,2008-06-17,2008-10-21
1903,No Flex Zone,Rae Sremmurd,29,No Flex Zone,Rae Sremmurd,27,27,2014-08-19,2015-02-24
1903,No Flex Zone,Rae Sremmurd,29,No Flex Zone!!,Rae Sremmurd,2,2,2015-01-20,2015-03-03
966,Gimme the Loot,The Notorious B.I.G.,28,Gimme the Loot,The Notorious B.I.G.,27,27,2007-02-13,2016-06-07
966,Gimme the Loot,The Notorious B.I.G.,28,Gimme The Loot,The Notorious B.I.G.,1,1,2016-05-24,2016-05-24
1098,Here Comes the Hammer,MC Hammer,28,Here Comes the Hammer,MC Hammer,27,27,2015-06-02,2015-12-08
1098,Here Comes the Hammer,MC Hammer,28,Here Comes The Hammer,MC Hammer,1,1,2015-07-14,2015-07-14
2237,Ridin' Solo,Keith Sweat,28,Ridin' Solo,Keith Sweat,27,27,2010-07-06,2011-11-15
2237,Ridin' Solo,Keith Sweat,28,Ridin Solo,Keith Sweat,1,1,2011-03-15,2011-03-15
570,Crooked Smile,J. Cole feat. TLC,27,Crooked Smile,J. Cole feat. TLC,26,26,2013-08-06,2020-03-17
570,Crooked Smile,J. Cole feat. TLC,27,Crooked Smile,J. Cole featuring TLC,1,1,2013-12-10,2013-12-10
2253,Riverside Drive,Scott Schreer; Michael Whalen,27,Riverside Drive,Scott Schreer; Michael Whalen,26,26,2010-03-30,2019-04-30
2253,Riverside Drive,Scott Schreer; Michael Whalen,27,Riverside Drive,"Scott Schreer, Michael Whalen",1,1,2019-04-23,2019-04-23
566,Crazy,illwin feat. Theory,26,Crazy,illwin feat. Theory,20,20,2016-04-05,2017-09-05
566,Crazy,illwin feat. Theory,26,Crazy,Illwin feat. Theory,6,6,2016-05-10,2017-09-19
1491,Karate Chop,Future feat. Lil' Wayne,26,Karate Chop,Future feat. Lil' Wayne,25,25,2013-03-19,2016-09-20
1491,Karate Chop,Future feat. Lil' Wayne,26,Karate Chop,Future featuring Lil' Wayne,1,1,2016-09-27,2016-09-27
3144,Will You Marry Me,Men at Large,26,Will You Marry Me,Men at Large,20,20,2012-10-02,2019-09-10
3144,Will You Marry Me,Men at Large,26,Will You Marry Me?,Men at Large,6,6,2006-12-26,2012-10-09
42,6 Foot 7 Foot,Lil Wayne feat. Cory Gunz,24,6 Foot 7 Foot,Lil Wayne feat. Cory Gunz,23,23,2011-04-05,2011-09-06
42,6 Foot 7 Foot,Lil Wayne feat. Cory Gunz,24,6 Foot 7 Foot,Lil' Wayne feat. Cory Gunz,1,1,2011-12-06,2011-12-06
623,Devil In My Bedroom,The Louisiana Blues Brothas feat. Rena',24,Devil In My Bedroom,The Louisiana Blues Brothas feat. Rena',21,21,2015-12-22,2019-10-08
623,Devil In My Bedroom,The Louisiana Blues Brothas feat. Rena',24,Devil in My Bedroom,The Louisiana Blues Brothas feat. Rena',3,3,2015-12-15,2016-01-19
1497,Keep It Right There,Changing Faces feat. DeVante Swing,24,Keep It Right There,Changing Faces feat. DeVante Swing,21,21,2004-03-02,2004-09-28
1497,Keep It Right There,Changing Faces feat. DeVante Swing,24,Keep It Right There,Changing Faces feat. Devante Swing,3,3,2006-08-15,2006-08-29
3166,Woodgrain and Leather Wit A Hole,Nelly,24,Woodgrain and Leather Wit A Hole,Nelly,18,18,2004-12-21,2005-05-10
3166,Woodgrain and Leather Wit A Hole,Nelly,24,Woodgrain and Leather Wit a Hole,Nelly,6,6,2004-11-09,2005-01-04
554,Cookie,Bobby V,23,Cookie,Bobby V,22,22,2022-07-12,2022-12-06
554,Cookie,Bobby V,23,Cookie,Bobby V.,1,1,2022-07-05,2022-07-05
2578,STILL FINE,Sons of Funk,23,STILL FINE,Sons of Funk,16,16,2023-04-11,2023-08-01
2578,STILL FINE,Sons of Funk,23,Still Fine,Sons of Funk,7,7,2023-03-21,2023-08-29
3214,#!*@ You Tonight,The Notorious B.I.G. feat. R. Kelly,23,#!*@ You Tonight,The Notorious B.I.G. feat. R. Kelly,20,20,2003-03-18,2005-08-02
3214,#!*@ You Tonight,The Notorious B.I.G. feat. R. Kelly,23,#!*@ You Tonight,The Notorious B.I.G. feat. R.Kelly,3,3,2003-04-08,2003-12-02
1131,Holding,Lloyd feat. Lil Wayne,22,Holding,Lloyd feat. Lil Wayne,21,21,2017-01-03,2017-12-26
1131,Holding,Lloyd feat. Lil Wayne,22,Holding,Lloyd feat. Lil' Wayne,1,1,2016-12-27,2016-12-27
2989,Voices (Randy Orton Theme),Rev Theory; WWE,21,Voices (Randy Orton Theme),Rev Theory; WWE,20,20,2019-10-29,2020-03-17
2989,Voices (Randy Orton Theme),Rev Theory; WWE,21,Voices (Randy Orton Theme),"Rev Theory, WWE",1,1,2019-12-03,2019-12-03
74,Ace Is in the House,Tone-Loc,20,Ace Is in the House,Tone-Loc,19,19,2009-08-04,2009-12-08
74,Ace Is in the House,Tone-Loc,20,Ace Is in the House,Tone Loc,1,1,2009-12-15,2009-12-15
198,Baby Hold On To Me,Gerald Levert feat. Eddie Levert,20,Baby Hold On To Me,Gerald Levert feat. Eddie Levert,19,19,2021-07-27,2021-11-30
198,Baby Hold On To Me,Gerald Levert feat. Eddie Levert,20,Baby Hold On To Me,Gerald LeVert feat. Eddie LeVert,1,1,2023-05-02,2023-05-02
2172,Rain on Me,Ashanti,20,Rain on Me,Ashanti,14,14,2017-10-31,2019-05-14
2172,Rain on Me,Ashanti,20,Rain On Me,Ashanti,6,6,2017-10-03,2025-04-08
2388,She Swallowed It,N.W.A.,20,She Swallowed It,N.W.A.,13,13,2018-01-02,2018-03-27
2388,She Swallowed It,N.W.A.,20,She Swallowed It,N.W.A,7,7,2017-12-26,2024-01-23
3194,You Can Be My N***a,Adina Howard feat. Yo-Yo,20,You Can Be My N***a,Adina Howard feat. Yo-Yo,19,19,2007-01-23,2007-06-12
3194,You Can Be My N***a,Adina Howard feat. Yo-Yo,20,You Can Be My N***a,Adina Howard f/Yo-Yo,1,1,2007-06-19,2007-06-19
345,Born II Die (Tales from the Hood),Spice 1,19,Born II Die (Tales from the Hood),Spice 1,18,18,2016-05-17,2019-07-30
345,Born II Die (Tales from the Hood),Spice 1,19,Born II Die Tales from the Hood),Spice 1,1,1,2016-06-21,2016-06-21
531,Come Get To This,Marvin Gaye,19,Come Get To This,Marvin Gaye,15,15,2010-08-31,2018-12-04
531,Come Get To This,Marvin Gaye,19,Come Get to This,Marvin Gaye,4,4,2011-09-27,2016-06-28
699,Don't Stop the Rock,Freestyle,19,Don't Stop the Rock,Freestyle,14,14,2007-09-25,2024-01-02
699,Don't Stop the Rock,Freestyle,19,Don't Stop The Rock,Freestyle,5,5,2024-07-23,2024-08-20
1219,I Get Crazy,Nicki Minaj feat. Lil Wayne,19,I Get Crazy,Nicki Minaj feat. Lil Wayne,15,15,2009-12-15,2010-03-23
1219,I Get Crazy,Nicki Minaj feat. Lil Wayne,19,I Get Crazy,Nicki Minaj feat. Lil' Wayne,4,4,2012-05-08,2012-05-29
1277,I Wanna Be Yo Ho (Remix),AMG,19,I Wanna Be Yo Ho (Remix),AMG,18,18,2007-06-05,2011-07-05
1277,I Wanna Be Yo Ho (Remix),AMG,19,I Wanna Be Yo Ho [Remix],AMG,1,1,2011-06-07,2011-06-07
1931,Not a Day,Guy,19,Not a Day,Guy,18,18,2006-10-24,2015-11-17
1931,Not a Day,Guy,19,Not A Day,Guy,1,1,2019-05-14,2019-05-14
2150,Pushing Inside You 2019,Ar'Jay; Sons of Funk,19,Pushing Inside You 2019,Ar'Jay; Sons of Funk,18,18,2020-08-18,2020-12-29
2150,Pushing Inside You 2019,Ar'Jay; Sons of Funk,19,Pushing Inside You 2019,Ar'Jay/Sons of Funk,1,1,2020-08-25,2020-08-25
29,21 Questions,50 Cent feat. Nate Dogg,18,21 Questions,50 Cent feat. Nate Dogg,17,17,2003-04-08,2003-08-05
29,21 Questions,50 Cent feat. Nate Dogg,18,21 Questions,50 Cent f/Nate Dogg,1,1,2003-07-08,2003-07-08
451,Casanova,LeVert,18,Casanova,LeVert,17,17,2019-08-06,2020-01-07
451,Casanova,LeVert,18,Casanova,Levert,1,1,2014-05-20,2014-05-20
1562,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,18,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,17,17,2021-04-20,2021-08-17
1562,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,18,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",1,1,2021-06-22,2021-06-22
3217,Your Love Is a 187,The Whitehead Bros.,18,Your Love Is a 187,The Whitehead Bros.,13,13,2010-10-05,2011-01-04
3217,Your Love Is a 187,The Whitehead Bros.,18,Your Love Is A 187,The Whitehead Bros.,5,5,2010-08-31,2010-09-28
620,Déjà vu (Uptown Baby),Lord Tariq & Peter Gunz,17,Déjà vu (Uptown Baby),Lord Tariq & Peter Gunz,12,12,2011-09-27,2012-02-07
620,Déjà vu (Uptown Baby),Lord Tariq & Peter Gunz,17,Deja Vu (Uptown Baby),Lord Tariq & Peter Gunz,5,5,2011-11-01,2021-09-14
1268,"I Start You Up, You Turn Me On",LeVert,17,"I Start You Up, You Turn Me On",LeVert,16,16,2014-05-27,2019-08-27
1268,"I Start You Up, You Turn Me On",LeVert,17,"I Start You Up, You Turn Me On",Levert,1,1,2014-05-20,2014-05-20
2109,"(Pop, Pop, Pop, Pop) Goes My Mind",LeVert,17,"(Pop, Pop, Pop, Pop) Goes My Mind",LeVert,16,16,2014-05-27,2014-09-09
2109,"(Pop, Pop, Pop, Pop) Goes My Mind",LeVert,17,"(Pop, Pop, Pop, Pop) Goes My Mind",Levert,1,1,2014-05-20,2014-05-20
182,Attitude,Deante Hitchcock feat. Young Nudy,16,Attitude,Deante Hitchcock feat. Young Nudy,11,11,2020-12-15,2021-02-23
182,Attitude,Deante Hitchcock feat. Young Nudy,16,Attitude,Deante' Hitchcock feat. Young Nudy,5,5,2021-11-30,2021-12-28
299,Black Cat Moon (Virtua Fighter 2),Mitsu Nakamura; Hashimoto Yoshi,16,Black Cat Moon (Virtua Fighter 2),Mitsu Nakamura; Hashimoto Yoshi,14,14,2015-05-26,2018-05-08
299,Black Cat Moon (Virtua Fighter 2),Mitsu Nakamura; Hashimoto Yoshi,16,Black Cat Moon (Virtua Fighter 2),"Mitsu Nakamura, Hashimoto Yoshi",2,2,2018-04-24,2018-05-15
947,Get On Up,Jodeci,16,Get On Up,Jodeci,14,14,2005-05-03,2005-08-02
947,Get On Up,Jodeci,16,Get on Up,Jodeci,2,2,2006-02-07,2006-02-14
1071,Hard Times,Ludacris feat. Carl Thomas; 8-Ball & MJG,16,Hard Times,Ludacris feat. Carl Thomas; 8-Ball & MJG,14,14,2004-09-28,2004-12-28
1071,Hard Times,Ludacris feat. Carl Thomas; 8-Ball & MJG,16,Hard Times,Ludacris feat. Carl Thomas; 8-Ball and MJG,2,2,2005-01-04,2005-01-11
1313,If I Ruled The World (Imagine That),Nas feat. Lauryn Hill,16,If I Ruled The World (Imagine That),Nas feat. Lauryn Hill,15,15,2020-02-04,2020-06-02
1313,If I Ruled The World (Imagine That),Nas feat. Lauryn Hill,16,If I Ruled the World (Imagine That),Nas feat. Lauryn Hill,1,1,2016-01-26,2016-01-26
1436,It's Ok,Meaku,16,It's Ok,Meaku,15,15,2023-06-13,2023-09-19
1436,It's Ok,Meaku,16,It's OK,Meaku,1,1,2023-06-06,2023-06-06
1611,Light a Candle,Jamie Foxx,16,Light a Candle,Jamie Foxx,14,14,2006-08-29,2006-11-28
1611,Light a Candle,Jamie Foxx,16,Light A Candle,Jamie Foxx,2,2,2006-07-11,2006-07-18
1940,Nothin' On,Lil Jon & The East Side Boyz feat. Oobie; Bohagon,16,Nothin' On,Lil Jon & The East Side Boyz feat. Oobie; Bohagon,8,8,2003-10-14,2003-12-02
1940,Nothin' On,Lil Jon & The East Side Boyz feat. Oobie; Bohagon,16,Nothin' On,Lil' Jon and the East Side Boyz feat. Oobie; Bohagon,8,8,2003-08-12,2003-10-07
2482,Snap Yo Fingers,Lil Jon feat. E-40; Sean Paul of the YoungBloodZ,16,Snap Yo Fingers,Lil Jon feat. E-40; Sean Paul of the YoungBloodZ,15,15,2006-05-30,2021-02-09
2482,Snap Yo Fingers,Lil Jon feat. E-40; Sean Paul of the YoungBloodZ,16,Snap Yo Fingers,Lil' Jon feat. E-40; Sean Paul of the YoungBloodZ,1,1,2006-07-18,2006-07-18
110,All Day All Night,Bobby Brown,15,All Day All Night,Bobby Brown,13,13,2016-03-22,2022-03-29
110,All Day All Night,Bobby Brown,15,"All Day, All Night",Bobby Brown,2,2,2012-10-30,2012-11-06
1197,I Belong to You (Every Time I See Your Face),Rome,15,I Belong to You (Every Time I See Your Face),Rome,14,14,2003-12-16,2004-03-16
1197,I Belong to You (Every Time I See Your Face),Rome,15,I Belong To You (Every Time I See Your Face),Rome,1,1,2017-07-25,2017-07-25
1345,I'm Going to Fall In Love,Ginuwine,15,I'm Going to Fall In Love,Ginuwine,13,13,2014-08-19,2016-06-28
1345,I'm Going to Fall In Love,Ginuwine,15,I'm Going To Fall In Love,Ginuwine,2,2,2014-01-21,2014-01-28
2017,Ooh Na Na Naa Naa,Lil Jon & The East Side Boyz feat. Devin the Dude; Oobie,15,Ooh Na Na Naa Naa,Lil Jon & The East Side Boyz feat. Devin the Dude; Oobie,12,12,2003-10-14,2003-12-30
2017,Ooh Na Na Naa Naa,Lil Jon & The East Side Boyz feat. Devin the Dude; Oobie,15,Ooh Na Na Naa Naa,Lil' Jon and the East Side Boyz feat. Devin the Dude; Oobie,3,3,2003-06-10,2004-01-06
2211,Reflections in Time,Trammell Starks,15,Reflections in Time,Trammell Starks,12,12,2007-02-27,2013-09-10
2211,Reflections in Time,Trammell Starks,15,Reflections In Time,Trammell Starks,3,3,2013-08-20,2013-09-03
1221,I Got 5 On It,Luniz,14,I Got 5 On It,Luniz,10,10,2018-03-20,2024-01-02
1221,I Got 5 On It,Luniz,14,I Got 5 on It,Luniz,4,4,2003-03-18,2003-05-06
2738,The Body,Wale feat. Jeremih,14,The Body,Wale feat. Jeremih,13,13,2015-03-17,2015-06-16
2738,The Body,Wale feat. Jeremih,14,The Body,Wale featuring Jeremih,1,1,2015-05-05,2015-05-05
3168,Word Up!,Cameo,14,Word Up!,Cameo,12,12,2024-11-12,2025-09-09
3168,Word Up!,Cameo,14,Word Up,Cameo,2,2,2024-10-29,2024-11-05
831,Fisherman From 7 Seas,Mitsu Nakamura; Hashimoto Yoshi,13,Fisherman From 7 Seas,Mitsu Nakamura; Hashimoto Yoshi,12,12,2004-05-18,2019-07-16
831,Fisherman From 7 Seas,Mitsu Nakamura; Hashimoto Yoshi,13,Fisherman from 7 Seas,Mitsu Nakamura; Hashimoto Yoshi,1,1,2019-06-18,2019-06-18
1214,I Don't Want to Do Anything,Mary J. Blige feat. K-Ci,13,I Don't Want to Do Anything,Mary J. Blige feat. K-Ci,12,12,2011-10-25,2024-02-13
1214,I Don't Want to Do Anything,Mary J. Blige feat. K-Ci,13,I Don't Want To Do Anything,Mary J. Blige feat. K-Ci,1,1,2006-07-11,2006-07-11
1901,No Fake Love,Queen Naija feat. Youngboy Never Broke Again,13,No Fake Love,Queen Naija feat. Youngboy Never Broke Again,11,11,2023-09-05,2023-11-14
1901,No Fake Love,Queen Naija feat. Youngboy Never Broke Again,13,No Fake Love,Queen Naija feat. YoungBoy Never Broke Again,2,2,2024-10-01,2024-10-08
1969,On and On,Navio feat. Keith Sweat,13,On and On,Navio feat. Keith Sweat,12,12,2014-10-28,2015-02-10
1969,On and On,Navio feat. Keith Sweat,13,On and On,Navio featuring Keith Sweat,1,1,2015-02-03,2015-02-03
2157,Put Your Hands on My Body,Danéx,13,Put Your Hands on My Body,Danéx,12,12,2016-07-05,2016-09-20
2157,Put Your Hands on My Body,Danéx,13,Put Your Hands on My Body,Danèx,1,1,2016-12-27,2016-12-27
489,Chedda Brings,Ginuwine feat. Jose Cenquentez,12,Chedda Brings,Ginuwine feat. Jose Cenquentez,11,11,2006-02-07,2006-07-04
489,Chedda Brings,Ginuwine feat. Jose Cenquentez,12,Chedda Brings,Ginuwine feat. José Cenquentez,1,1,2006-07-11,2006-07-11
528,Come Back to Me,Janet Jackson,12,Come Back to Me,Janet Jackson,9,9,2018-01-30,2018-03-27
528,Come Back to Me,Janet Jackson,12,Come Back To Me,Janet Jackson,3,3,2018-01-09,2018-01-23
1323,If You Let Me,Sinead Harnett feat. Grades,12,If You Let Me,Sinead Harnett feat. Grades,11,11,2017-01-17,2017-04-04
1323,If You Let Me,Sinead Harnett feat. Grades,12,If You Let Me,Sinéad Harnett feat. GRADES,1,1,2017-01-24,2017-01-24
2483,Snoop Dogg (What's My Name pt. II),Snoop Dogg,12,Snoop Dogg (What's My Name pt. II),Snoop Dogg,7,7,2005-03-08,2017-05-09
2483,Snoop Dogg (What's My Name pt. II),Snoop Dogg,12,Snoop Dogg (What's My Name Pt. II),Snoop Dogg,5,5,2004-02-03,2019-04-02
2822,Theme of Sagat & Ryu (Street Fighter Alpha 2),Setsuo Yamamoto; Syun Nishigaki; Tatsuro Suzuki,12,Theme of Sagat & Ryu (Street Fighter Alpha 2),Setsuo Yamamoto; Syun Nishigaki; Tatsuro Suzuki,11,11,2006-07-11,2018-04-24
2822,Theme of Sagat & Ryu (Street Fighter Alpha 2),Setsuo Yamamoto; Syun Nishigaki; Tatsuro Suzuki,12,Theme of Sagat & Ryu (Street Fighter Alpha 2),Setsuo Yamamoto/Syun Nishigaki/Tatsuro Suzuki,1,1,2018-03-06,2018-03-06
3053,Weekend Girl,S.O.S Band,12,Weekend Girl,S.O.S Band,10,10,2009-01-20,2010-07-06
3053,Weekend Girl,S.O.S Band,12,Weekend Girl,S.O.S. Band,2,2,2010-07-13,2010-07-20
3147,Wishing,DJ Drama feat. Chris Brown; Skeme; Lyquin,12,Wishing,DJ Drama feat. Chris Brown; Skeme; Lyquin,11,11,2017-04-04,2017-06-20
3147,Wishing,DJ Drama feat. Chris Brown; Skeme; Lyquin,12,Wishing,"DJ Drama feat. Chris Brown, Skeme; Lyquin",1,1,2017-04-25,2017-04-25
88,Ain't Gonna Hurt Nobody,Kid 'n Play,11,Ain't Gonna Hurt Nobody,Kid 'n Play,7,7,2018-11-06,2018-12-18
88,Ain't Gonna Hurt Nobody,Kid 'n Play,11,Ain't Gonna Hurt Nobody,Kid n' Play,4,4,2007-05-22,2007-06-12
273,Beez in the Trap,Nicki Minaj feat. 2 Chainz,11,Beez in the Trap,Nicki Minaj feat. 2 Chainz,10,10,2012-05-08,2012-07-24
273,Beez in the Trap,Nicki Minaj feat. 2 Chainz,11,Beez In the Trap,Nicki Minaj feat. 2 Chainz,1,1,2012-05-29,2012-05-29
364,Breathe In Breathe Out,Kanye West feat. Ludacris,11,Breathe In Breathe Out,Kanye West feat. Ludacris,7,7,2004-02-17,2004-12-07
364,Breathe In Breathe Out,Kanye West feat. Ludacris,11,"Breathe In, Breathe Out",Kanye West feat. Ludacris,4,4,2004-03-02,2004-11-23
695,Don't Rush the Night,Aaron Hall,11,Don't Rush the Night,Aaron Hall,8,8,2013-11-19,2014-11-11
695,Don't Rush the Night,Aaron Hall,11,Don't Rush The Night,Aaron Hall,3,3,2013-10-29,2013-11-12
1628,Living With a Hernia,"""Weird Al"" Yankovic",11,Living With a Hernia,"""Weird Al"" Yankovic",10,10,2023-01-03,2023-03-07
1628,Living With a Hernia,"""Weird Al"" Yankovic",11,Living With A Hernia,"""Weird Al"" Yankovic",1,1,2022-12-27,2022-12-27
2112,Pop That P--sy,2 Live Crew,11,Pop That P--sy,2 Live Crew,6,6,2017-05-16,2017-07-04
2112,Pop That P--sy,2 Live Crew,11,Pop That P-sy,2 Live Crew,5,5,2017-05-09,2017-08-01
2116,Poppin,Rico Richie,11,Poppin,Rico Richie,7,7,2019-04-23,2019-08-13
2116,Poppin,Rico Richie,11,Poppin',Rico Richie,4,4,2019-03-26,2019-04-16
2357,"Sex, Money & Murder from Juice",MC Pooh,11,"Sex, Money & Murder from Juice",MC Pooh,7,7,2021-06-29,2021-08-17
2357,"Sex, Money & Murder from Juice",MC Pooh,11,"Sex, Money & Murder From Juice",MC Pooh,4,4,2021-06-15,2021-08-24
2700,Tell Me (Remix),Bobby V feat. Lil Wayne,11,Tell Me (Remix),Bobby V feat. Lil Wayne,7,7,2005-08-30,2005-11-08
2700,Tell Me (Remix),Bobby V feat. Lil Wayne,11,Tell Me (Remix),Bobby V feat. Lil' Wayne,4,4,2006-01-10,2006-01-31
3167,Word to tha D,AMG,11,Word to tha D,AMG,8,8,2007-04-24,2007-06-12
3167,Word to tha D,AMG,11,Word to Tha D,AMG,3,3,2012-01-10,2012-01-24
63,A Milli,Lil Wayne,10,A Milli,Lil Wayne,6,6,2008-07-08,2008-12-02
63,A Milli,Lil Wayne,10,A Milli,Lil' Wayne,4,4,2008-11-04,2008-11-25
325,Body Aint Me,Pink Sweat$,10,Body Aint Me,Pink Sweat$,7,7,2019-07-02,2019-08-13
325,Body Aint Me,Pink Sweat$,10,Body Ain't Me,Pink Sweat$,3,3,2019-06-25,2020-01-14
771,Everybody Wants to Rule the World,Tears for Fears,10,Everybody Wants to Rule the World,Tears for Fears,7,7,2021-10-26,2021-12-07
771,Everybody Wants to Rule the World,Tears for Fears,10,Everybody Wants To Rule the World,Tears for Fears,3,3,2021-08-31,2022-02-22
1162,How Can I Love U 2Nite,Sisqò,10,How Can I Love U 2Nite,Sisqò,8,8,2003-12-23,2004-12-14
1162,How Can I Love U 2Nite,Sisqò,10,How Can I Love U 2Nite,Sisqo,2,2,2003-12-09,2003-12-16
1605,Life Is… Too Short,Too $hort,10,Life Is… Too Short,Too $hort,9,9,2005-02-15,2005-04-19
1605,Life Is… Too Short,Too $hort,10,Life Is... Too Short,Too $hort,1,1,2018-01-30,2018-01-30
1640,Look Back at Me,Trina feat. Killer Mike,10,Look Back at Me,Trina feat. Killer Mike,9,9,2013-01-15,2013-04-16
1640,Look Back at Me,Trina feat. Killer Mike,10,Look Back At Me,Trina feat. Killer Mike,1,1,2013-02-26,2013-02-26
1935,Not the One Blues,Burnshee Thornside,10,Not the One Blues,Burnshee Thornside,8,8,2007-08-14,2007-10-02
1935,Not the One Blues,Burnshee Thornside,10,Not The One Blues,Burnshee Thornside,2,2,2017-04-04,2017-04-11
2133,Proof Is In the Pudding,Nuttin' Nyce,10,Proof Is In the Pudding,Nuttin' Nyce,9,9,2013-12-17,2014-02-18
2133,Proof Is In the Pudding,Nuttin' Nyce,10,Proof Is In The Pudding,Nuttin' Nyce,1,1,2014-01-28,2014-01-28
2690,Teach Me How to Dougie,Cali Swag District,10,Teach Me How to Dougie,Cali Swag District,7,7,2013-01-01,2021-10-19
2690,Teach Me How to Dougie,Cali Swag District,10,Teach Me How To Dougie,Cali Swag District,3,3,2012-12-25,2018-01-23
3034,Ways to Treat a Woman,H-Town,10,Ways to Treat a Woman,H-Town,9,9,2011-01-25,2011-04-19
3034,Ways to Treat a Woman,H-Town,10,Ways to Treat A Woman,H-Town,1,1,2011-02-22,2011-02-22
